name,full_address,description,tags,opening_date,osm_last_edit,osm_last_edit_age_days,osm_first_added,google_place_id,google_first_seen,google_first_review_date,source
Seksico,,mexican cuisine,confidence:medium;cuisine:mexican;fast_food,,2025-11-19T17:31:54Z,78,,,,,OpenStreetMap
Officine Brera,"Telakkakatu 10, 00150 Helsinki",italian cuisine,confidence:medium;cuisine:italian;restaurant,,2025-11-27T10:33:49Z,70,,,,,OpenStreetMap
Esmes,"Iso Roobertinkatu 24, 00120 Helsinki",,confidence:medium;restaurant,,2025-11-27T10:51:39Z,70,,,,,OpenStreetMap
Demo,"Itämerenkatu 25, 00180 Helsinki, FI",nordic cuisine,confidence:medium;cuisine:nordic;diet:halal:no;diet:kosher:no;restaurant,,2025-11-27T11:04:30Z,70,,,,,OpenStreetMap
Diamond Star Oy (Teboil Malmi),"Laulurastaantie 2, 00780 Helsinki",,cafe;confidence:medium,,2025-11-29T17:32:39Z,68,,,,,OpenStreetMap
KFC,,chicken cuisine,confidence:medium;cuisine:chicken;fast_food;outdoor_seating:no;takeaway:yes,,2025-11-30T16:13:01Z,67,,,,,OpenStreetMap
Daruma Kitchen,Verkkoneula 6,"asian, japanese cuisine",confidence:medium;cuisine:asian;cuisine:japanese;restaurant,,2025-12-03T13:07:40Z,64,,,,,OpenStreetMap
Unicafe,"Haartmaninkatu 3, 00290 Helsinki",,confidence:medium;restaurant,,2025-12-15T06:59:06Z,52,,,,,OpenStreetMap
Ravintola Sitara,,,confidence:medium;restaurant,,2025-12-14T19:33:03Z,53,,,,,OpenStreetMap
Unicafe,"Haartmaninkatu 4, 00290 Helsinki",,confidence:medium;restaurant,,2025-12-15T06:59:06Z,52,,,,,OpenStreetMap
Unicafe,"Viikinkaari 5, 00790 Helsinki",,confidence:medium;restaurant,,2025-12-15T06:59:06Z,52,,,,,OpenStreetMap
Tropic Café,"Olavinlinnantie 6, 00900 Helsinki",,confidence:medium;restaurant,,2025-12-15T11:21:25Z,52,,,,,OpenStreetMap
Vazi,"Konttisatamankatu 2, 00540 Helsinki",georgian cuisine,confidence:medium;cuisine:georgian;restaurant,,2025-12-19T10:13:42Z,48,,,,,OpenStreetMap
Puolenkuun Pelit Helsinki,Keskuskatu 3 A,,cafe;confidence:medium,,2025-12-20T10:52:33Z,47,,,,,OpenStreetMap
Uyghur Noodle House,Malminrinne 3,"asian, noodles cuisine",confidence:medium;cuisine:asian;cuisine:noodles;restaurant,,2025-12-23T14:46:08Z,44,,,,,OpenStreetMap
Itsuyaki,,asian cuisine,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant,,2025-12-23T16:19:09Z,44,,,,,OpenStreetMap
Miss Yao,,asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-12-26T13:10:26Z,41,,,,,OpenStreetMap
Cafe Kuppi,,,cafe;confidence:medium;outdoor_seating:no,,2025-12-26T15:45:47Z,41,,,,,OpenStreetMap
Ravintola Loru,"Itälahdenkatu 27, 00210 Helsinki",,confidence:medium;restaurant,,2025-12-29T11:31:33Z,38,,,,,OpenStreetMap
The Tart,"Yrjönkatu 2, 00120 Helsinki",british cuisine,confidence:medium;cuisine:british;restaurant,,2026-01-01T12:02:55Z,35,,,,,OpenStreetMap
Presto Pizza,,pizza cuisine,confidence:medium;cuisine:pizza;restaurant;takeaway:yes,,2026-01-03T19:27:26Z,33,,,,,OpenStreetMap
Stadin Chili Kebab,"Vuotie 45, 00980 Helsinki",,confidence:medium;fast_food,,2026-01-07T06:06:57Z,29,,,,,OpenStreetMap
Mashawina,,syrian cuisine,confidence:medium;cuisine:syrian;fast_food,,2026-01-13T14:10:48Z,23,,,,,OpenStreetMap
Nemrut pizza kebab,"Pakilantie 38, 00630 Helsinki","pizza, kebab cuisine",confidence:medium;cuisine:kebab;cuisine:pizza;restaurant,,2026-01-23T05:32:12Z,13,,,,,OpenStreetMap
Fafa's,Pitäjänmäentie 19,,confidence:medium;fast_food,,2026-01-19T16:58:50Z,17,,,,,OpenStreetMap
Digla,,middle_eastern cuisine,confidence:medium;cuisine:eastern;cuisine:middle;restaurant,,2026-01-28T12:02:57Z,8,,,,,OpenStreetMap
Zahiiba,,somali cuisine,confidence:medium;cuisine:somali;restaurant,,2026-01-28T11:54:05Z,8,,,,,OpenStreetMap
Ravintola Base Camp,Mannerheimintie 3,nepalese cuisine,confidence:medium;cuisine:nepalese;diet:chicken:yes;diet:meat:yes;diet:non-vegetarian:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant,,2026-01-31T00:47:45Z,5,,,,,OpenStreetMap
Herkkuhetki Pitäjänmäki Tali,,,confidence:medium;restaurant,,2026-02-03T05:56:17Z,2,,,,,OpenStreetMap
Krung Thep Thai Bistro Oulunkylä,"Käskynhaltijantie 38, 00640 Helsinki",thai cuisine,confidence:medium;cuisine:thai;restaurant,,2026-02-05T13:09:39Z,0,,,,,OpenStreetMap
McDonald's,"Laivalahdenkatu 1, 00880 Helsinki",burger cuisine,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;takeaway:yes,,2025-11-23T22:07:40Z,74,,,,,OpenStreetMap
McDonald's,"Aamuruskontie 2, 00750 Helsinki",burger cuisine,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes,,2025-08-17T07:07:52Z,172,,,,,OpenStreetMap
Villa Ullas,"Kallvikinniementie 6, 00980 Helsinki",,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes,,2025-10-13T14:50:25Z,115,,,,,OpenStreetMap
McDonald's,"Kaivonkatsojantie 1 A, 00980 Helsinki",burger cuisine,confidence:medium;cuisine:burger;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes,,2025-10-26T21:07:51Z,102,,,,,OpenStreetMap
Ravintola Alia,"Mustikkamaankuja 1, 00570 Helsinki",,confidence:medium;restaurant,,2023-01-11T18:43:30Z,1121,,,,,OpenStreetMap
Cafe Regatta,"Merikannontie 8, Helsinki, FI",regional cuisine,cafe;confidence:medium;cuisine:regional;diet:vegan:yes,,2025-10-08T18:41:21Z,120,,,,,OpenStreetMap
Blue Peter,"Vattuniemen puistotie 1, 00210 Helsinki",regional cuisine,confidence:medium;cuisine:regional;diet:halal:no;diet:kosher:no;restaurant,,2025-08-19T14:02:29Z,170,,,,,OpenStreetMap
Hesburger,"Ristipellontie 11, 00390 Helsinki, FI",burger cuisine,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes,,2025-09-26T14:36:16Z,132,,,,,OpenStreetMap
Paseo,"Itälahdenpolku 2, 00210 Helsinki",,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:yes,,2025-12-31T14:15:03Z,36,,,,,OpenStreetMap
Juggebar,,,cafe;confidence:medium,,2025-09-07T12:32:22Z,151,,,,,OpenStreetMap
McDonald's,"Kivikonlaita 2, 00940 Helsinki",burger cuisine,confidence:medium;cuisine:burger;delivery:yes;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes,,2025-02-03T15:23:07Z,367,,,,,OpenStreetMap
Ravintola Karhu,,,confidence:medium;diet:halal:no;diet:kosher:no;restaurant,,2025-08-13T13:00:59Z,176,,,,,OpenStreetMap
Lappi Ravintola,"Annankatu 22, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:2542;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ36bwCcsLkkYRB4sbBayISh0,2026-02-06,2025-10-29,Google Places (Text Search)
Ravintola Ragu,"Ludviginkatu 3-5, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.6;ratings:1165;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJJwFAR8kLkkYRGBui1u3I3tU,2026-02-06,2025-09-13,Google Places (Text Search)
Ravintola Nokka,"Kanavaranta 7 F, 00160 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_VERY_EXPENSIVE;rating:4.6;ratings:1194;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJaXUuQcULkkYRa6IUULmj8VI,2026-02-06,2025-09-27,Google Places (Text Search)
Tawook Lab,"Citykäytävä, Aleksanterinkatu 21, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:826;reservable:yes;servesBeer:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJV7fq6g0LkkYR9s15vKQj83A,2026-02-06,2025-02-07,Google Places (Text Search)
Restaurant Muru,"Fredrikinkatu 41, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.6;ratings:1047;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:no;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJleLhVsoLkkYRDc6N8_tElmY,2026-02-06,2025-09-21,Google Places (Text Search)
Osteria dei Gusti,"Töölönkatu 1, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:802;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJfWKFeZ0LkkYRFHiVnSMeoRk,2026-02-06,2025-10-05,Google Places (Text Search)
Restaurant Savotta,"Aleksanterinkatu 22, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:1948;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJlwjdrs8LkkYR3SPwdY1bjIo,2026-02-06,2025-10-14,Google Places (Text Search)
Gastro Hub,"Unioninkatu 30, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:1273;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJwwPlYSoLkkYRVLH7zmfJz9o,2026-02-06,2025-12-08,Google Places (Text Search)
Restaurant HOKU,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:1403;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:american_restaurant;type:asian_restaurant;type:establishment;type:food;type:japanese_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJVVVVVbYLkkYRjgwGXjmrbnY,2026-02-06,2023-07-31,Google Places (Text Search)
Restaurant Passio,"Kalevankatu 13, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:766;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJsSqiDMsLkkYRUoOmF9l72eo,2026-02-06,2025-05-06,Google Places (Text Search)
Ravintola Finnjävel SALONKI,"Ainonkatu 3, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_VERY_EXPENSIVE;rating:4.5;ratings:852;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJO6MCR88LkkYRLkqzBvXqrnk,2026-02-06,2025-07-22,Google Places (Text Search)
Restaurant Kuurna,"Meritullinkatu 6, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.7;ratings:561;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJlUEA_88LkkYR9WVkHIic9IY,2026-02-06,2025-03-14,Google Places (Text Search)
Rioni,"Kasarmikatu 25, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:1657;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJEavX664LkkYRROXKijv6Xmc,2026-02-06,2025-11-24,Google Places (Text Search)
Restaurant Konstan Möljä,"Hietalahdenkatu 14, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;rating:4.5;ratings:1923;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJl3_EpUoKkkYR5FsA6cVdDfM,2026-02-06,2025-08-24,Google Places (Text Search)
Restaurant Levant Bulevardi,"Finland, Bulevardi 15, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.6;ratings:1272;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:brunch_restaurant;type:catering_service;type:establishment;type:food;type:food_delivery;type:lebanese_restaurant;type:middle_eastern_restaurant;type:point_of_interest;type:restaurant;type:vegetarian_restaurant,,,,,ChIJVcNOXcoLkkYRGJ9EuqaBUpU,2026-02-06,2025-06-20,Google Places (Text Search)
Restaurant Bona Fide,"Vironkatu 8, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;rating:4.9;ratings:252;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJKfm6tocLkkYRvfcupRMY8Hg,2026-02-06,2025-04-28,Google Places (Text Search)
Winest,"Unioninkatu 30, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:342;reservable:yes;servesBeer:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ60QbfRQLkkYREWY6kYgkA1w,2026-02-06,2025-05-23,Google Places (Text Search)
Ravintola Emo,"Kasarmikatu 44, 00130 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.4;ratings:808;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJP_oDLckLkkYRPraiCa4LnrE,2026-02-06,2023-07-27,Google Places (Text Search)
Enchanté Café,"Eerikinkatu 9, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:595;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesLunch:no;servesWine:yes;source:google_places;takeout:yes;type:bakery;type:cafe;type:establishment;type:food;type:food_store;type:point_of_interest;type:store,,,,,ChIJ3aaUztoLkkYRze-4usFBL4E,2026-02-06,2025-07-11,Google Places (Text Search)
Fazer Café Kluuvikatu,"Kluuvikatu 3, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:5802;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:bakery;type:cafe;type:confectionery;type:deli;type:dessert_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:store,,,,,ChIJi_D3ks4LkkYRTaAZ8AQATsg,2026-02-06,2025-08-16,Google Places (Text Search)
Johan & Nyström - Kanavaranta,"Kanavaranta 7C-D 7C-D, 00160 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:772;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:store;type:tea_house;type:wholesaler,,,,,ChIJp6l1RMULkkYRrREse58nppg,2026-02-06,2025-04-22,Google Places (Text Search)
Cafetino,"Uudenmaankatu 19-21 LH7, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.8;ratings:704;reservable:yes;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:greek_restaurant;type:point_of_interest;type:restaurant,,,,,ChIJUfeIJcoLkkYRPBhjzvla9-E,2026-02-06,2025-06-15,Google Places (Text Search)
Ekberg 1852,"Bulevardi 9, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:3118;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesWine:yes;source:google_places;takeout:yes;type:bakery;type:breakfast_restaurant;type:cafe;type:confectionery;type:dessert_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJX0yYSMoLkkYRkoWHzOoxqSs,2026-02-06,2025-10-22,Google Places (Text Search)
Café Engel,"Aleksanterinkatu 26, 00170 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:1102;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:breakfast_restaurant;type:cafe;type:dessert_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJ39eLBc8LkkYRnMaDXBe-s14,2026-02-06,2025-10-06,Google Places (Text Search)
Cafe Regatta,"Merikannontie 8, 00260 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:6203;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:no;servesWine:no;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest,,,,,ChIJPQrZrSQKkkYRxPQN1mE_SUM,2026-02-06,2025-10-14,Google Places (Text Search)
Café Aalto,"Pohjoisesplanadi 39, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:585;servesBeer:yes;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesLunch:yes;servesWine:yes;source:google_places;type:cafe;type:diner;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJOYUaBswLkkYR8W5O7YA_BBE,2026-02-06,2024-05-08,Google Places (Text Search)
Cafetoria Café & Shop,"Runeberginkatu 31, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:651;reservable:no;servesBeer:no;servesBreakfast:yes;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:no;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:cafeteria;type:coffee_shop;type:confectionery;type:dessert_shop;type:establishment;type:food;type:food_store;type:ice_cream_shop;type:point_of_interest;type:store,,,,,ChIJQ2gmn8zBjUYRBE7bZ0aNaWU,2026-02-06,2025-03-07,Google Places (Text Search)
La Torrefazione,"Aleksanterinkatu 50, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:729;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:breakfast_restaurant;type:brunch_restaurant;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJzeR9PcwLkkYRusVTSnehKbA,2026-02-06,2025-06-28,Google Places (Text Search)
Tintin Juurilla,"Lönnrotinkatu 33 35, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;rating:4.8;ratings:270;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesLunch:yes;source:google_places;takeout:yes;type:bakery;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJTVUUDM4LkkYRaW4YbeMd7tc,2026-02-06,2025-07-17,Google Places (Text Search)
Helkatti Cat Cafe,"Fredrikinkatu 55, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:1479;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:cafe;type:cat_cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store,,,,,ChIJOa0PMcsLkkYRzE0zIaklq1Y,2026-02-06,2025-08-23,Google Places (Text Search)
The Good Coffee Company,"Eerikinkatu 33, 00180 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:158;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant;type:store,,,,,ChIJsVmzR7wLkkYRQwpILhzZHVg,2026-02-06,2025-06-18,Google Places (Text Search)
Ravintola Green Hippo Punavuori,"Punavuorenkatu 2, 00120 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:1294;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:breakfast_restaurant;type:brunch_restaurant;type:cafe;type:establishment;type:fast_food_restaurant;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store;type:vegan_restaurant;type:vegetarian_restaurant,,,,,ChIJw-QnOKYLkkYRCnLbZOWTc9g,2026-02-06,2025-10-27,Google Places (Text Search)
Fazer Café Annankatu,"Annankatu 28, 00100 Helsinki, Finland",Google Places candidate (no opening_date provided),confidence:low;delivery:yes;dineIn:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.2;ratings:180;reservable:no;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:no;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:breakfast_restaurant;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant,,,,,ChIJhcn7rkELkkYRzLqK20dIBxE,2026-02-06,2023-06-11,Google Places (Text Search)
